delta_v_abs_bound,infidelity,delta_v,drive_amp,drive_phase,active
0.75,0.012780288111451266,0.4006930194663273,6.0,0.3914656528557185,0.0
1.0,0.013223521165282914,0.8356687920310318,0.6815589018644124,0.3926170233317548,0.0
1.5,0.013194403903232566,0.8030053662276068,1.9180463512276977,0.3920213514088785,0.0
2.0,0.012780883921171826,0.4011989582078926,6.0,3.532869028255489,0.0
